zip,bfs_number,name,lat,lng,zone_category
3126,869,Kaufdorf,47.5697926994694,9.111965022901261,high_potential
3127,889,Thurnen,46.184895089103044,6.1196123955172155,moderate_potential
3128,889,Thurnen,46.184895089103044,6.1196123955172155,moderate_potential
3132,879,Riggisberg,46.54829338402784,6.519400029848447,good_potential
3144,355,Köniz,46.99681006103689,9.47331686273029,high_potential
3145,355,Köniz,46.99681006103689,9.47331686273029,high_potential
3147,355,Köniz,46.99681006103689,9.47331686273029,high_potential
3148,855,Schwarzenburg,47.020629159494284,7.17916756502579,good_potential
3150,855,Schwarzenburg,47.020629159494284,7.17916756502579,good_potential
3152,855,Schwarzenburg,47.020629159494284,7.17916756502579,good_potential
3153,853,Rüschegg,46.015248667882645,8.901911201817862,high_potential
3154,853,Rüschegg,46.015248667882645,8.901911201817862,high_potential
3155,880,Rüeggisberg,47.470343841836744,7.91773250984439,moderate_potential
3156,852,Guggisberg,47.5857869600804,8.14573551447172,high_potential
3157,855,Schwarzenburg,47.020629159494284,7.17916756502579,good_potential
3158,852,Guggisberg,47.5857869600804,8.14573551447172,high_potential
3159,852,Guggisberg,47.5857869600804,8.14573551447172,high_potential
3172,355,Köniz,46.99681006103689,9.47331686273029,high_potential
3173,355,Köniz,46.99681006103689,9.47331686273029,high_potential
3174,355,Köniz,46.99681006103689,9.47331686273029,high_potential
3175,2309,Wünnewil-Flamatt,47.55802262485921,8.89640399119524,high_potential
3176,670,Neuenegg,47.679225353184115,8.5994328119716,high_potential
3177,667,Laupen,46.851317154512124,6.577980100770542,high_potential
3178,2295,Bösingen,47.038053844496226,7.690966837047341,high_potential
3179,666,Kriechenwil,47.20346326183536,7.666496174253327,high_potential
3182,2308,Ueberstorf,46.59875474307046,6.5413624699639135,high_potential
3183,855,Schwarzenburg,47.020629159494284,7.17916756502579,good_potential
3184,2309,Wünnewil-Flamatt,47.55802262485921,8.89640399119524,high_potential
3185,2305,Schmitten (FR),46.506931545815334,6.430121362938128,high_potential
3186,2293,Düdingen,47.556138744231305,8.439719962148436,good_potential
3202,663,Frauenkappelen,47.142088235968586,9.0940536688644,high_potential
3203,668,Mühleberg,46.80102533877061,7.741831576456894,high_potential
3204,668,Mühleberg,46.80102533877061,7.741831576456894,high_potential
3205,668,Mühleberg,46.80102533877061,7.741831576456894,high_potential
3206,662,Ferenbalm,47.160518403250045,7.021070788497602,high_potential
3207,304,Kallnach,47.229529991420804,8.339188080309968,high_potential
3208,665,Gurbrü,46.026910645267016,8.953125191180426,good_potential
3210,2265,Kerzers,46.67207097234575,6.790956875799605,high_potential
3212,2262,Gurmels,47.034714580467714,7.059856171835094,good_potential
3213,2262,Gurmels,47.034714580467714,7.059856171835094,good_potential
3214,2262,Gurmels,47.034714580467714,7.059856171835094,good_potential
3215,2275,Murten,47.41322865936552,8.645966777205487,high_potential
3216,2276,Ried bei Kerzers,47.108244562399854,7.1697727551436445,good_potential
3225,498,Müntschemier,46.64386656724462,7.952167087743414,moderate_potential
3226,500,Treiten,46.83938040928369,6.874211356821928,good_potential
3232,496,Ins,46.22281890319001,6.180840845295471,high_potential
3233,501,Tschugg,46.79873330482186,9.057261510909356,high_potential
3234,502,Vinelz,47.176285527612215,8.827796320828572,high_potential
3235,492,Erlach,47.29761700837923,8.694345699841389,high_potential
3236,495,Gampelen,46.60661573455554,8.561710861066375,high_potential
3237,491,Brüttelen,47.22868298577638,8.854688248012662,good_potential
3238,494,Gals,47.081268183550165,7.317434132570479,high_potential
3250,306,Lyss,47.32820923710475,8.268332312646832,moderate_potential
3251,310,Rapperswil (BE),47.35626505419043,7.592089654712478,moderate_potential
3252,755,Worben,47.571149528751704,8.650095538174488,moderate_potential
3253,2461,Schnottwil,46.24031658218223,6.915240914100234,moderate_potential
3254,2457,Messen,47.23529821317396,7.763506659630573,moderate_potential
3255,310,Rapperswil (BE),47.35626505419043,7.592089654712478,moderate_potential
3256,310,Rapperswil (BE),47.35626505419043,7.592089654712478,moderate_potential
3257,303,Grossaffoltern,46.89525436328023,9.597593210231258,moderate_potential
3262,303,Grossaffoltern,46.89525436328023,9.597593210231258,moderate_potential
3263,382,Büetigen,47.47839256018679,9.16563678914783,moderate_potential
3264,385,Diessbach bei Büren,45.912890163997915,8.964540891394773,moderate_potential
3266,312,Seedorf (BE),46.98172147546762,6.7957342016798625,high_potential
3267,312,Seedorf (BE),46.98172147546762,6.7957342016798625,high_potential
3268,312,Seedorf (BE),46.98172147546762,6.7957342016798625,high_potential
