municipality,bfs_number,dist_to_zone_m,in_zone,near_3km,zone_category,lon,lat
Roggwil (TG),4431,2500,FALSE,TRUE,good_potential,8.499012361318085,47.245011844623725
Rohrbach,338,0,TRUE,TRUE,high_potential,8.969804822121969,45.97216043075721
Rohrbachgraben,339,0,TRUE,TRUE,high_potential,8.671175327327038,47.608445417174366
Rolle,5861,2500,FALSE,TRUE,good_potential,7.530135095598494,46.24775813829839
Romainmôtier-Envy,5761,0,TRUE,TRUE,high_potential,7.238076453403522,46.143012045998006
Romanel-sur-Lausanne,5592,2500,FALSE,TRUE,good_potential,9.009027528033704,47.35009349845739
Romanel-sur-Morges,5645,0,TRUE,TRUE,high_potential,9.383244264240552,47.36276276431816
Romanshorn,4436,2500,FALSE,TRUE,good_potential,6.722657889850162,46.48046144226357
Romont (BE),442,0,TRUE,TRUE,high_potential,7.014171749427997,46.84860129230946
Romont (FR),2096,0,TRUE,TRUE,high_potential,7.941976185386047,47.452977782642236
Romoos,1007,2500,FALSE,TRUE,good_potential,7.985245602834456,47.552238405524875
Ronco sopra Ascona,5125,20156,FALSE,FALSE,moderate_potential,7.231793329553944,47.11504954330705
Rongellen,3711,0,TRUE,TRUE,high_potential,8.585050097730345,47.542613200827354
Root,1065,2500,FALSE,TRUE,good_potential,6.416491755315558,46.60302200545442
Ropraz,5798,0,TRUE,TRUE,high_potential,5.9789002260008,46.14761470671116
Rorbas,68,12500,FALSE,FALSE,moderate_potential,7.338051558362407,46.19722813631039
Rorschach,3215,2500,FALSE,TRUE,good_potential,7.094954143052407,46.76450544512172
Rorschacherberg,3216,2500,FALSE,TRUE,good_potential,6.946903199969129,46.52532833954798
Rossa,3808,15000,FALSE,FALSE,moderate_potential,6.280355354470879,46.66112149881198
Rossemaison,6721,3536,FALSE,FALSE,moderate_potential,7.145742186479425,46.069390972415015
Rossenges,5684,0,TRUE,TRUE,high_potential,8.23443887930248,47.225432312153814
Rossinière,5842,7071,FALSE,FALSE,moderate_potential,7.348710536393752,47.12605602597013
Rothenbrunnen,3637,0,TRUE,TRUE,high_potential,7.551188739582622,47.043007280019445
Rothenburg,1040,5000,FALSE,FALSE,moderate_potential,6.786309557056225,46.75899480867161
Rothenfluh,2858,5590,FALSE,FALSE,moderate_potential,7.633442082542063,47.1437194948068
Rothenthurm,1370,0,TRUE,TRUE,high_potential,8.831174759406945,46.16685764691641
Rothrist,4282,5590,FALSE,FALSE,moderate_potential,8.76866665594394,47.30251959817808
Rottenschwil,4238,10000,FALSE,FALSE,moderate_potential,7.60155131905689,47.15985066344893
Rougemont,5843,0,TRUE,TRUE,high_potential,6.802583971010938,46.73133120261872
Roveredo (GR),3834,0,TRUE,TRUE,high_potential,6.740384895189379,47.06035797343793
Rovray,5928,3536,FALSE,FALSE,moderate_potential,9.022639497081625,46.366433503388045
Rubigen,623,5000,FALSE,FALSE,moderate_potential,7.907512822675131,46.179147545089364
Rudolfstetten-Friedlisberg,4075,11180,FALSE,FALSE,moderate_potential,8.633936310759214,47.488299079635084
Rue,2097,0,TRUE,TRUE,high_potential,7.96721734948977,47.440342749831686
Rueyres,5534,0,TRUE,TRUE,high_potential,7.683251508807946,46.77642634428923
Ruggell,7010,10308,FALSE,FALSE,moderate_potential,8.428282272930065,46.99457885030202
Rumendingen,421,2500,FALSE,TRUE,good_potential,8.244511725169085,46.835819973969954
Rumisberg,987,0,TRUE,TRUE,high_potential,7.641620872489051,46.66148247283573
Rupperswil,4206,5590,FALSE,FALSE,moderate_potential,7.252687472235393,46.384548962294815
Russikon,178,0,TRUE,TRUE,high_potential,7.602715809452518,47.13591678705628
Russin,6637,2500,FALSE,TRUE,good_potential,9.401879446068897,46.68595763257758
Ruswil,1098,0,TRUE,TRUE,high_potential,6.933566615859433,47.39192160162914
Römerswil,1039,0,TRUE,TRUE,high_potential,8.914024674744155,45.978195188359116
Röschenz,2791,2500,FALSE,TRUE,good_potential,9.28110191452617,47.44057594621911
Röthenbach im Emmental,904,0,TRUE,TRUE,high_potential,7.198727271166143,46.98119922760011
Rüderswil,905,0,TRUE,TRUE,high_potential,8.190140148708263,47.04284545871067
Rüdlingen,2938,10000,FALSE,FALSE,moderate_potential,6.927978396413501,46.445314270585946
Rüdtligen-Alchenflüh,420,5000,FALSE,FALSE,moderate_potential,8.63934138029646,46.91426310650632
Rüeggisberg,880,3536,FALSE,FALSE,moderate_potential,7.91773250984439,47.470343841836744
Rüegsau,956,0,TRUE,TRUE,high_potential,6.507552463246601,46.76586519674612
Rüfenach,4112,15000,FALSE,FALSE,moderate_potential,7.77895730241693,47.523751276652156
Rümlang,97,16008,FALSE,FALSE,moderate_potential,7.144716300942096,46.93345966253702
Rümlingen,2859,0,TRUE,TRUE,high_potential,8.49635058522678,47.560641172524235
Rünenberg,2860,2500,FALSE,TRUE,good_potential,7.889515787727635,47.36973641425256
Rüschegg,853,0,TRUE,TRUE,high_potential,8.901911201817862,46.015248667882645
Rüschlikon,139,7500,FALSE,FALSE,moderate_potential,8.136567737193204,47.51709738493415
Rüthi (SG),3256,5590,FALSE,FALSE,moderate_potential,7.563526692360514,47.12391901362396
Rüti (ZH),118,2500,FALSE,TRUE,good_potential,7.126226265611567,47.42842395971734
Rüti bei Büren,393,9014,FALSE,FALSE,moderate_potential,6.223837303308767,46.22625970652391
Rüti bei Lyssach,422,2500,FALSE,TRUE,good_potential,8.301344279670626,47.42010463602355
Rütschelen,340,0,TRUE,TRUE,high_potential,8.397673314825731,47.31249826308454
Rüttenen,2555,7071,FALSE,FALSE,moderate_potential,7.531954516067025,47.01691135099457
S-chanf,3788,21506,FALSE,FALSE,moderate_potential,8.090201561671973,47.54162752949913
Saanen,843,0,TRUE,TRUE,high_potential,9.471228090046523,47.36928262256528
Saas-Almagell,6288,7906,FALSE,FALSE,moderate_potential,7.96584163028317,46.389215846545696
Saas-Balen,6289,9014,FALSE,FALSE,moderate_potential,8.530084915328485,47.27970512026952
Saas-Fee,6290,10607,FALSE,FALSE,moderate_potential,7.836884792288554,46.90848311377521
Saas-Grund,6291,11180,FALSE,FALSE,moderate_potential,8.723590532431382,47.42979225121861
Sachseln,1406,2500,FALSE,TRUE,good_potential,8.944193502260807,46.709771626079444
Safenwil,4283,5590,FALSE,FALSE,moderate_potential,8.807941682121337,47.50258363161665
Safiental,3672,0,TRUE,TRUE,high_potential,7.111117692650546,47.17572522552613
Safnern,746,2500,FALSE,TRUE,good_potential,7.80693912775524,47.21204945187266
Sagogn,3581,2500,FALSE,TRUE,good_potential,8.804640178517758,47.32438072862452
Saicourt,706,2500,FALSE,TRUE,good_potential,9.597379702701122,47.44347344946793
Saignelégier,6757,2500,FALSE,TRUE,good_potential,6.688665610422913,46.62354157358668
Saillon,6140,5590,FALSE,FALSE,moderate_potential,8.471997267910414,47.595988345849975
Saint-Aubin (FR),2041,12500,FALSE,FALSE,moderate_potential,6.52129700408273,46.67679251982623
Saint-Barthélemy (VD),5535,2500,FALSE,TRUE,good_potential,7.6266752789242265,46.927796044980056
Saint-Brais,6758,0,TRUE,TRUE,high_potential,8.607150877136649,47.30465632114665
Saint-Cergue,5727,7906,FALSE,FALSE,moderate_potential,7.187746165594192,47.052728632383875
Saint-George,5434,3536,FALSE,FALSE,moderate_potential,6.119057834565433,46.16393005356056
Saint-Gingolph,6155,9014,FALSE,FALSE,moderate_potential,7.880431750336191,47.431957616830125
Saint-Imier,443,0,TRUE,TRUE,high_potential,7.811150255748577,46.05399421734809
Saint-Livres,5435,3536,FALSE,FALSE,moderate_potential,8.322519756064061,46.94485011649663
Saint-Léonard,6246,10308,FALSE,FALSE,moderate_potential,6.279118015262347,46.237120296868646
Saint-Martin (FR),2335,0,TRUE,TRUE,high_potential,7.814689069449476,47.03185066609621
Saint-Martin (VS),6087,5000,FALSE,FALSE,moderate_potential,8.0427130649501,47.36834906473354
Saint-Maurice,6217,7906,FALSE,FALSE,moderate_potential,6.878999535830071,46.55852412139694
Saint-Oyens,5436,0,TRUE,TRUE,high_potential,8.649020367768077,47.457541163817915
Saint-Prex,5646,5000,FALSE,FALSE,moderate_potential,6.645886856235289,46.68582697992959
Saint-Saphorin (Lavaux),5610,2500,FALSE,TRUE,good_potential,6.036794801166913,46.21406668871294
Saint-Sulpice (VD),5648,5590,FALSE,FALSE,moderate_potential,9.326519146931632,47.12587645096235
Sainte-Croix,5568,0,TRUE,TRUE,high_potential,7.319026786096635,47.2780793437931
Salenstein,4851,0,TRUE,TRUE,high_potential,10.06078937326642,46.35254280565435
Salgesch,6113,15000,FALSE,FALSE,moderate_potential,7.50999774875167,47.49164562778743
Salmsach,4441,2500,FALSE,TRUE,good_potential,7.163724328844118,46.747509495283666
Salvan,6218,7906,FALSE,FALSE,moderate_potential,8.184342322572446,46.99600004163023
Samedan,3786,17500,FALSE,FALSE,moderate_potential,6.849786299174255,46.74673592226135
Samnaun,3752,10607,FALSE,FALSE,moderate_potential,9.412708105874186,47.33665453945888
San Vittore,3835,2500,FALSE,TRUE,good_potential,7.608126512699323,46.886583185647794
Sant'Antonino,5017,5000,FALSE,FALSE,moderate_potential,7.880350518536624,47.212926939006
Santa Maria in Calanca,3810,5590,FALSE,FALSE,moderate_potential,7.658283759989235,46.743160788491586
Sargans,3296,5590,FALSE,FALSE,moderate_potential,8.900345666225734,45.998432808667644
Sarmenstorf,4076,0,TRUE,TRUE,high_potential,9.403391046706053,47.48467421346697
Sarnen,1407,5000,FALSE,FALSE,moderate_potential,8.984526668675954,47.576811149878786
Satigny,6638,0,TRUE,TRUE,high_potential,8.186746644097997,47.49394843559872
Sattel,1371,0,TRUE,TRUE,high_potential,6.286340959159061,46.452030306298866
Saubraz,5437,2500,FALSE,TRUE,good_potential,7.573213941584716,46.794987520990226
Sauge,449,0,TRUE,TRUE,high_potential,9.10216794848321,47.47126922777405
Saulcy,6722,0,TRUE,TRUE,high_potential,7.124700070575635,46.86848565247736
Saules (BE),707,0,TRUE,TRUE,high_potential,8.214682261106459,47.40155517967242
Savigny,5611,0,TRUE,TRUE,high_potential,8.247595207959126,47.48051775442814
Savièse,6265,5590,FALSE,FALSE,moderate_potential,6.1617874115669045,46.263597152770686
Savosa,5221,7906,FALSE,FALSE,moderate_potential,7.635548287148023,46.780288931825595
Saxeten,591,5000,FALSE,FALSE,moderate_potential,7.258952514974164,47.11407007321155
Saxon,6141,0,TRUE,TRUE,high_potential,7.768237574521748,47.45017078730831
Schaan,7005,10000,FALSE,FALSE,moderate_potential,6.771473510948133,46.57338436483254
Schaffhausen,2939,5000,FALSE,FALSE,moderate_potential,7.530383100494399,46.59027680327426
Schafisheim,4207,5000,FALSE,FALSE,moderate_potential,9.015280139474072,45.88227266705647
Schangnau,906,0,TRUE,TRUE,high_potential,6.179152940890948,46.380968896267326
Scharans,3638,0,TRUE,TRUE,high_potential,8.572224347218592,47.698807443136715
Schattdorf,1213,3536,FALSE,FALSE,moderate_potential,7.555238770985292,46.473350672885786
Schattenhalb,786,5000,FALSE,FALSE,moderate_potential,8.686679632544402,47.200763938553486
Schellenberg,7011,10000,FALSE,FALSE,moderate_potential,7.832739968655714,47.28076952557482
Schelten,708,0,TRUE,TRUE,high_potential,7.106119601961995,46.56098623755173
Schenkon,1099,0,TRUE,TRUE,high_potential,7.0890127648571335,46.25560661433983
Scheuren,747,3536,FALSE,FALSE,moderate_potential,6.956188886668341,46.72664783119267
Schiers,3962,0,TRUE,TRUE,high_potential,9.045551847256084,47.60055280200938
Schinznach,4125,11180,FALSE,FALSE,moderate_potential,6.20488012294929,46.38111581213611
Schlatt (TG),4546,0,TRUE,TRUE,high_potential,9.150991023021568,46.208050299258254
Schlatt (ZH),226,5000,FALSE,FALSE,moderate_potential,7.603541075088547,47.387981960083295
Schlatt-Haslen,3104,0,TRUE,TRUE,high_potential,8.33330766325006,47.34665714822685
Schleinikon,98,17678,FALSE,FALSE,moderate_potential,8.603208794330516,47.16987632473718
Schleitheim,2952,14142,FALSE,FALSE,moderate_potential,8.263524635565945,47.104735130652415
Schlierbach,1100,0,TRUE,TRUE,high_potential,7.791697542895646,46.33628457290945
Schlieren,247,16771,FALSE,FALSE,moderate_potential,8.45903158141852,47.36701322318774
Schlossrued,4142,2500,FALSE,TRUE,good_potential,7.8784002138709806,47.47304489968915
Schluein,3582,0,TRUE,TRUE,high_potential,8.25829449203702,47.38999402776413
Schmerikon,3338,3536,FALSE,FALSE,moderate_potential,8.578927069332806,46.96095768164232
Schmiedrued,4143,0,TRUE,TRUE,high_potential,7.967284948905947,47.32895667927962
Schmitten (FR),2305,0,TRUE,TRUE,high_potential,6.430121362938128,46.506931545815334
Schmitten (GR),3514,7500,FALSE,FALSE,moderate_potential,7.955321258049968,47.061692586118305
Schneisingen,4318,21506,FALSE,FALSE,moderate_potential,6.945878278724781,46.92354098983981
Schnottwil,2461,9014,FALSE,FALSE,moderate_potential,6.915240914100234,46.24031658218223
Schongau,1041,5590,FALSE,FALSE,moderate_potential,9.70197033851267,46.906518344262786
Schupfart,4259,7906,FALSE,FALSE,moderate_potential,7.138630385891711,47.19099069009357
Schwaderloch,4176,20616,FALSE,FALSE,moderate_potential,6.8019321102322365,47.04730815016089
Schwadernau,748,5590,FALSE,FALSE,moderate_potential,7.352705004342927,47.1614276225274
Schwanden bei Brienz,592,2500,FALSE,TRUE,good_potential,9.234748597559037,47.35177301691212
Schwarzenberg,1066,2500,FALSE,TRUE,good_potential,8.292411017853457,47.494863770313664
Schwarzenburg,855,2500,FALSE,TRUE,good_potential,7.17916756502579,47.020629159494284
Schwarzhäusern,341,2500,FALSE,TRUE,good_potential,9.51241738787312,47.51331672340432
Schwellbrunn,3004,0,TRUE,TRUE,high_potential,6.9104051211848345,46.48371718264476
Schwende-Rüte,3112,0,TRUE,TRUE,high_potential,7.307620905691,47.23147213767914
Schwerzenbach,197,5000,FALSE,FALSE,moderate_potential,7.361686523728093,47.27739560211535
Schwyz,1372,0,TRUE,TRUE,high_potential,7.328439021499213,47.409074524351574
Schänis,3315,2500,FALSE,TRUE,good_potential,9.463424776870491,46.767789518160775
Schöfflisdorf,99,19526,FALSE,FALSE,moderate_potential,7.868322309585227,47.14342512058733
Schöftland,4144,2500,FALSE,TRUE,good_potential,8.246356151015819,46.46939492640533
Schönenbuch,2774,7500,FALSE,FALSE,moderate_potential,8.154497123599102,47.31840699994273
Schönengrund,3003,0,TRUE,TRUE,high_potential,9.011960010759019,47.03086182409566
Schönenwerd,2583,10308,FALSE,FALSE,moderate_potential,7.6458008061317555,47.18791907751163
Schönholzerswilen,4756,0,TRUE,TRUE,high_potential,6.884822008449366,46.7426217565553
Schötz,1143,0,TRUE,TRUE,high_potential,8.64373835178822,46.16004968901091
Schübelbach,1346,5000,FALSE,FALSE,moderate_potential,7.899977238217335,47.52432524641856
Schüpfen,311,2500,FALSE,TRUE,good_potential,9.378242753960135,46.630618668245525
Schüpfheim,1008,7071,FALSE,FALSE,moderate_potential,6.479543525395703,46.660220443965436
Scuol,3762,0,TRUE,TRUE,high_potential,8.626192542893525,47.334146351913745
Seeberg,988,0,TRUE,TRUE,high_potential,7.535852056648435,46.775413118493766
Seedorf (BE),312,0,TRUE,TRUE,high_potential,6.7957342016798625,46.98172147546762
Seedorf (UR),1214,5590,FALSE,FALSE,moderate_potential,7.060244390350792,46.78810076523189
Seegräben,119,5590,FALSE,FALSE,moderate_potential,9.529989688445209,47.20397647891155
Seehof,709,0,TRUE,TRUE,high_potential,7.946232569443229,47.34478171974652
Seelisberg,1215,5000,FALSE,FALSE,moderate_potential,8.125931242528473,47.29840124810992
Seengen,4208,2500,FALSE,TRUE,good_potential,7.220137128366626,47.09832223579369
Seewen,2480,0,TRUE,TRUE,high_potential,6.151080696162877,46.15882412591245
Seewis im Prättigau,3972,0,TRUE,TRUE,high_potential,7.983954161381218,47.373505555815804
Seftigen,883,7500,FALSE,FALSE,moderate_potential,7.235791305966763,46.8840030009554
Seltisberg,2833,2500,FALSE,TRUE,good_potential,7.9402047884156355,46.242997457857285
Selzach,2556,5000,FALSE,FALSE,moderate_potential,7.411441160750906,47.130731819851256
Sembrancher,6035,0,TRUE,TRUE,high_potential,7.202412189235388,46.8929827459448
Sempach,1102,0,TRUE,TRUE,high_potential,9.276164813022566,46.85888963736533
Semsales,2336,0,TRUE,TRUE,high_potential,7.966844870280004,46.05401911894064
Senarclens,5499,0,TRUE,TRUE,high_potential,8.258858456298972,47.020753976320094
Sennwald,3274,7500,FALSE,FALSE,moderate_potential,7.120657499386792,47.35096682626608
Seon,4209,2500,FALSE,TRUE,good_potential,6.858088679631691,46.80787751182028
Sergey,5762,2500,FALSE,TRUE,good_potential,6.3867850366650085,46.65353211716772
Serravalle,5050,20156,FALSE,FALSE,moderate_potential,6.094633750218651,46.210734970581726
Servion,5799,2500,FALSE,TRUE,good_potential,8.274175284920457,47.42110468544016
Seuzach,227,2500,FALSE,TRUE,good_potential,9.375555735534395,47.42213478934936
Sevelen,3275,10308,FALSE,FALSE,moderate_potential,7.623848202217934,47.20010531435385
Siblingen,2953,12500,FALSE,FALSE,moderate_potential,7.766916572106636,47.509535285499936
Sierre,6248,14577,FALSE,FALSE,moderate_potential,8.16997486273863,46.69415698089666
Siglistorf,4319,23585,FALSE,FALSE,moderate_potential,7.411294155839236,47.1513145563953
Signau,907,0,TRUE,TRUE,high_potential,7.588698668926077,47.24500499988977
Signy-Avenex,5728,9014,FALSE,FALSE,moderate_potential,8.058860266982716,46.321502813986996
Sigriswil,938,0,TRUE,TRUE,high_potential,7.568610629780412,46.96299564777615
Silenen,1216,2500,FALSE,TRUE,good_potential,6.727040213171379,46.548873947124854
Sils im Domleschg,3640,2500,FALSE,TRUE,good_potential,7.706200444978881,47.1883938248321
Sils im Engadin/Segl,3789,18028,FALSE,FALSE,moderate_potential,6.710137898404706,46.84255052630682
Silvaplana,3790,16771,FALSE,FALSE,moderate_potential,6.56302230487262,46.48606317152088
Simplon,6009,5000,FALSE,FALSE,moderate_potential,7.889700549743931,47.4454171716079
Sins,4239,2500,FALSE,TRUE,good_potential,6.3508129652013,46.4836795032202
Sion,6266,5000,FALSE,FALSE,moderate_potential,7.697051751968979,47.50098629521003
Sirnach,4761,2500,FALSE,TRUE,good_potential,8.398236706406298,47.40200396107152
Siselen,499,0,TRUE,TRUE,high_potential,8.16197658314259,47.2882925624604
Sisikon,1217,2500,FALSE,TRUE,good_potential,8.088433437347101,47.29018619540149
Sissach,2861,2500,FALSE,TRUE,good_potential,8.492086086874123,47.31861585119055
Sisseln,4177,7906,FALSE,FALSE,moderate_potential,7.800877429211288,47.29722838052619
Siviriez,2099,0,TRUE,TRUE,high_potential,7.92267761107826,47.28180894084994
Soazza,3823,15811,FALSE,FALSE,moderate_potential,6.494849165372415,46.63440286857482
Solothurn,2601,9014,FALSE,FALSE,moderate_potential,7.419136939380875,47.11175401889442
Sommeri,4446,2500,FALSE,TRUE,good_potential,8.920412213353435,47.61550371068062
Sonceboz-Sombeval,444,2500,FALSE,TRUE,good_potential,7.281477334326904,47.3647159707436
Sonvilier,445,0,TRUE,TRUE,high_potential,7.84575586064655,47.52226197433737
Soral,6639,0,TRUE,TRUE,high_potential,7.6839527297001045,47.18606112491606
Sorengo,5225,11180,FALSE,FALSE,moderate_potential,8.511957163235797,47.682034769654386
Sorens,2153,0,TRUE,TRUE,high_potential,8.827090335459001,47.470670231443854
Sorvilier,711,2500,FALSE,TRUE,good_potential,7.05883428089695,47.386036341406204
Soubey,6759,0,TRUE,TRUE,high_potential,8.178394128589959,46.897084324786896
Soyhières,6724,2500,FALSE,TRUE,good_potential,8.84364261365579,46.878347337166204
Speicher,3023,0,TRUE,TRUE,high_potential,8.33715941327374,47.14652162522739
Spiez,768,5590,FALSE,FALSE,moderate_potential,8.594734914003316,47.34325247097319
Spiringen,1218,2500,FALSE,TRUE,good_potential,8.773289092509458,47.43040911351237
Spreitenbach,4040,13463,FALSE,FALSE,moderate_potential,6.918007413428166,46.74194387971482
St. Gallen,3203,2500,FALSE,TRUE,good_potential,7.947030530842891,47.1885753794816
St. Margrethen,3236,2500,FALSE,TRUE,good_potential,6.98252579734592,46.23452555041671
St. Moritz,3787,19040,FALSE,FALSE,moderate_potential,7.49573510763949,47.210481041779495
St. Niklaus,6292,5590,FALSE,FALSE,moderate_potential,8.652457060868315,47.280430503285494
St. Silvester,2303,2500,FALSE,TRUE,good_potential,7.805290210058568,47.25619061640229
St. Stephan,793,0,TRUE,TRUE,high_potential,9.172747536910801,47.639808497554405
St. Ursen,2304,5000,FALSE,FALSE,moderate_potential,8.092252352155905,47.11422807989568
Staatswald Galm,2391,0,TRUE,TRUE,high_potential,7.254755418434633,46.272480940341495
Stabio,5266,27614,FALSE,FALSE,moderate_potential,8.826516426810798,46.21425818842026
Stadel,100,18200,FALSE,FALSE,moderate_potential,7.238449304065858,46.97207986716886
Staffelbach,4284,0,TRUE,TRUE,high_potential,8.180522148552607,47.38553305963698
Stalden (VS),6293,3536,FALSE,FALSE,moderate_potential,8.944775152650205,46.05136094323512
Staldenried,6294,2500,FALSE,TRUE,good_potential,6.83835261681884,46.69958265927102
Stallikon,13,12500,FALSE,FALSE,moderate_potential,9.482519205079374,46.7183166972422
Stammheim,292,5590,FALSE,FALSE,moderate_potential,6.289465498169208,46.5266748813662
Stans,1509,5000,FALSE,FALSE,moderate_potential,9.533688861080423,47.29496950491666
Stansstad,1510,7906,FALSE,FALSE,moderate_potential,7.881313029404938,46.29134119233878
Starrkirch-Wil,2584,5590,FALSE,FALSE,moderate_potential,6.702873985896735,46.75678928898666
Staufen,4210,2500,FALSE,TRUE,good_potential,7.22011449650662,47.07039086859859
Steckborn,4864,0,TRUE,TRUE,high_potential,6.774784923941971,46.4579877623434
Steffisburg,939,2500,FALSE,TRUE,good_potential,7.7968740705516915,46.21735798469219
Steg-Hohtenn,6204,2500,FALSE,TRUE,good_potential,7.423759448561611,47.4003947875098
Stein (AG),4260,5000,FALSE,FALSE,moderate_potential,8.812722934313557,46.30232426647794
Stein (AR),3005,0,TRUE,TRUE,high_potential,6.7308573599377235,46.60130174003155
Stein am Rhein,2964,7500,FALSE,FALSE,moderate_potential,6.253305158383199,46.44681092447551
Steinach,3217,5000,FALSE,FALSE,moderate_potential,7.148339168722481,46.82365098481474
Steinen,1373,2500,FALSE,TRUE,good_potential,6.589671624371131,46.535281350820526
Steinerberg,1374,0,TRUE,TRUE,high_potential,7.503083600388349,47.162820540443136
Steinhausen,1708,5590,FALSE,FALSE,moderate_potential,6.767022679884011,46.91717795335628
Steinmaur,101,22361,FALSE,FALSE,moderate_potential,7.8575870542717,47.32112630534767
Stetten (AG),4041,7071,FALSE,FALSE,moderate_potential,6.653261964894784,46.74527709668818
Stetten (SH),2919,7500,FALSE,FALSE,moderate_potential,6.638704493770992,46.55932421369342
Stettfurt,4606,2500,FALSE,TRUE,good_potential,9.341589973989933,47.37661275344455
Stettlen,358,0,TRUE,TRUE,high_potential,7.909979593444435,47.443182424438085
Stocken-Höfen,770,7500,FALSE,FALSE,moderate_potential,7.579951849282016,46.8126543096079
Strengelbach,4285,2500,FALSE,TRUE,good_potential,8.967645469320553,46.03652724921864
Studen (BE),749,5000,FALSE,FALSE,moderate_potential,8.804543474702335,46.17281514108579
Stäfa,158,7071,FALSE,FALSE,moderate_potential,8.860800813088742,47.40902598263332
Stüsslingen,2499,11180,FALSE,FALSE,moderate_potential,9.3925608952785975,46.69412660498434
Subingen,2532,5590,FALSE,FALSE,moderate_potential,6.252187387334274,46.50406480376567
Suchy,5929,0,TRUE,TRUE,high_potential,7.827135045982084,47.49607575239924
Sufers,3695,2500,FALSE,TRUE,good_potential,6.597530068720719,46.92432386832673
Suhr,4012,7906,FALSE,FALSE,moderate_potential,8.65818943938787,47.73837827713615
Sulgen,4506,7071,FALSE,FALSE,moderate_potential,6.938207119196659,46.75314977739986
Sullens,5501,0,TRUE,TRUE,high_potential,8.47012924776839,46.58032275188212
Sumiswald,957,0,TRUE,TRUE,high_potential,6.9002998876150325,47.143380377701426
Sumvitg,3985,5590,FALSE,FALSE,moderate_potential,6.122035933539115,46.279545347618246
Surpierre,2044,2500,FALSE,TRUE,good_potential,7.69528944875138,47.23617484626317
Sursee,1103,2500,FALSE,TRUE,good_potential,9.458434609853814,47.129679668862835
Surses,3543,0,TRUE,TRUE,high_potential,7.892827642374735,47.107933889940185
Suscévaz,5930,2500,FALSE,TRUE,good_potential,7.753308247295047,47.27633090383402
Sutz-Lattrigen,750,2500,FALSE,TRUE,good_potential,8.957625080837394,47.49330614276614
Syens,5688,0,TRUE,TRUE,high_potential,7.627349754026094,46.96068708379102
Sâles,2152,0,TRUE,TRUE,high_potential,8.448428267949685,47.19929611543949
Sévaz,2043,11180,FALSE,FALSE,moderate_potential,8.554093656525511,47.57474813414039
Tafers,2306,2500,FALSE,TRUE,good_potential,8.320540413192013,47.42512330229373
Tamins,3733,5590,FALSE,FALSE,moderate_potential,8.406901907625898,47.47193162684876
Tannay,5729,9014,FALSE,FALSE,moderate_potential,8.403591746859028,47.125477313999816
Tartegnin,5862,0,TRUE,TRUE,high_potential,9.302684066945156,46.69489210592909
Tavannes,713,0,TRUE,TRUE,high_potential,8.390001735873769,47.46441759142425
Tecknau,2862,2500,FALSE,TRUE,good_potential,8.014178947413026,47.50969013008272
Tegerfelden,4320,20616,FALSE,FALSE,moderate_potential,7.492769000459693,47.44146524281187
Tenero-Contra,5131,16008,FALSE,FALSE,moderate_potential,7.567851576306386,47.53664465471882
Tenniken,2863,0,TRUE,TRUE,high_potential,6.449619834937615,46.54865101870239
Tentlingen,2307,5000,FALSE,FALSE,moderate_potential,7.195970845369099,47.03250766804034
Termen,6010,7500,FALSE,FALSE,moderate_potential,6.276995640562494,46.45043577565272
Terre di Pedemonte,5396,22361,FALSE,FALSE,moderate_potential,6.8851812886718,46.93960525085042
Teufen (AR),3024,0,TRUE,TRUE,high_potential,6.680134194411651,46.67287549292897
Teufenthal (AG),4145,3536,FALSE,FALSE,moderate_potential,7.885093153404538,47.224653353353304
Teuffenthal (BE),940,0,TRUE,TRUE,high_potential,7.520863673748297,47.50770677813291
Thal,3237,2500,FALSE,TRUE,good_potential,8.254427259319755,47.17212474286994
Thalheim (AG),4117,10607,FALSE,FALSE,moderate_potential,9.521089678726945,47.20921925537349
Thalheim an der Thur,39,0,TRUE,TRUE,high_potential,8.07091479404358,47.19527267044068
Thalwil,141,7500,FALSE,FALSE,moderate_potential,8.17621634122505,47.51756327469299
Thayngen,2920,7500,FALSE,FALSE,moderate_potential,8.889355264052714,47.126262373287034
Therwil,2775,5000,FALSE,FALSE,moderate_potential,8.429173519869774,47.23480004850934
Thierachern,941,9014,FALSE,FALSE,moderate_potential,8.020942704764948,47.33358274505137
Thun,942,2500,FALSE,TRUE,good_potential,6.882997675850429,46.393951537990844
Thundorf,4611,0,TRUE,TRUE,high_potential,7.3087086438451925,46.00927373950998
Thunersee,9073,2500,FALSE,TRUE,good_potential,9.104642224240242,47.39628792505497
Thunstetten,342,2500,FALSE,TRUE,good_potential,8.528322991307036,47.10756057973282
Thurnen,889,5000,FALSE,FALSE,moderate_potential,6.1196123955172155,46.184895089103044
Thusis,3668,0,TRUE,TRUE,high_potential,9.22475268450177,46.306840238217944
Thônex,6640,3536,FALSE,FALSE,moderate_potential,6.695038260903403,46.71532057811001
Thörigen,989,0,TRUE,TRUE,high_potential,7.426268291582201,46.503293882918605
Thürnen,2864,0,TRUE,TRUE,high_potential,7.13385813774494,47.279166337726906
Titterten,2894,2500,FALSE,TRUE,good_potential,9.007830160164161,45.84306971635374
Tobel-Tägerschen,4776,0,TRUE,TRUE,high_potential,8.19810443790575,47.29191615577105
Toffen,884,0,TRUE,TRUE,high_potential,8.761816346866746,47.27940187285656
