municipality,bfs_number,dist_to_zone_m,in_zone,near_3km,zone_category,lon,lat
Montilliez,5540,0,TRUE,TRUE,high_potential,9.53539806841056,47.351609312982035
Montpreveyres,5792,0,TRUE,TRUE,high_potential,9.419127714347367,47.29017287231593
Montreux,5886,2500,FALSE,TRUE,good_potential,9.014374505443419,46.13349766900935
Montricher,5492,2500,FALSE,TRUE,good_potential,9.082990278628754,46.72423443010653
Moosleerau,4277,2500,FALSE,TRUE,good_potential,6.469239283645212,46.4678424777846
Moosseedorf,544,3536,FALSE,FALSE,moderate_potential,8.032650743180403,46.379168625158385
Morbio Inferiore,5257,27500,FALSE,FALSE,moderate_potential,7.7344024290592355,46.38792655399922
Morcote,5203,20616,FALSE,FALSE,moderate_potential,7.737107934863067,46.57528158902024
Morges,5642,2500,FALSE,TRUE,good_potential,7.5853735593055465,47.47395064243992
Morlon,2143,5000,FALSE,FALSE,moderate_potential,7.636931443237461,47.160637926390706
Morrens (VD),5527,2500,FALSE,TRUE,good_potential,9.297033244572399,47.05974606662575
Morschach,1366,0,TRUE,TRUE,high_potential,8.873971831236068,46.018486485052875
Mosnang,3394,0,TRUE,TRUE,high_potential,7.627663213817813,46.40211031487465
Moudon,5678,0,TRUE,TRUE,high_potential,8.892786936394845,47.37763814785181
Moutier,6831,0,TRUE,TRUE,high_potential,7.701279002560841,46.79924823753704
Movelier,6718,0,TRUE,TRUE,high_potential,8.094629687212159,46.73038190358073
Muhen,4009,5000,FALSE,FALSE,moderate_potential,7.268867241103463,47.00188898586013
Mumpf,4255,3536,FALSE,FALSE,moderate_potential,6.8294337496668245,46.5590511632506
Muntelier,2274,3536,FALSE,FALSE,moderate_potential,7.597819357988144,46.36042091158572
Muntogna da Schons,3715,0,TRUE,TRUE,high_potential,8.167354202776282,46.78681188220141
Muolen,3202,0,TRUE,TRUE,high_potential,6.841723888324645,46.634751514340685
Muotathal,1367,0,TRUE,TRUE,high_potential,7.028035704824602,47.41288597711819
Muralto,5120,16771,FALSE,FALSE,moderate_potential,7.827191953470942,46.342952207629274
Murgenthal,4279,3536,FALSE,FALSE,moderate_potential,8.680872821045632,46.269119485814954
Muri (AG),4236,5000,FALSE,FALSE,moderate_potential,8.402231534538867,47.29968340424825
Muri bei Bern,356,0,TRUE,TRUE,high_potential,6.846541000525164,46.48762775291953
Muriaux,6753,0,TRUE,TRUE,high_potential,8.880255972104798,45.9958390509608
Murten,2275,0,TRUE,TRUE,high_potential,8.645966777205487,47.41322865936552
Mutrux,5563,2500,FALSE,TRUE,good_potential,8.298934795390633,47.334107443468476
Muttenz,2770,9014,FALSE,FALSE,moderate_potential,7.427082590895206,46.25645164504238
Muzzano,5205,11180,FALSE,FALSE,moderate_potential,8.82716048214143,47.65804840288559
Mägenwil,4032,5590,FALSE,FALSE,moderate_potential,7.4964872151111415,46.83956657065379
Männedorf,155,5590,FALSE,FALSE,moderate_potential,8.010075673364945,47.213132145008046
Märstetten,4941,0,TRUE,TRUE,high_potential,8.398616714213114,47.16692547503291
Mézières (FR),2087,0,TRUE,TRUE,high_potential,8.93549827121399,45.999791997454246
Möhlin,4254,3536,FALSE,FALSE,moderate_potential,8.614417173111233,47.629249820228736
Mönchaltorf,196,5000,FALSE,FALSE,moderate_potential,8.687684985142678,47.58604265985739
Mönthal,4106,15207,FALSE,FALSE,moderate_potential,6.355328965678005,46.578712020426046
Mörel-Filet,6203,5000,FALSE,FALSE,moderate_potential,9.06865700041135,47.100357028697324
Mörigen,742,2500,FALSE,TRUE,good_potential,6.140352625334303,46.181672789430046
Möriken-Wildegg,4203,5000,FALSE,FALSE,moderate_potential,6.846149975450751,46.84389103292163
Mörschwil,3214,5590,FALSE,FALSE,moderate_potential,7.456457979452891,46.4250950588827
Mühlau,4235,5590,FALSE,FALSE,moderate_potential,8.107643040110892,47.03697938280339
Mühleberg,668,0,TRUE,TRUE,high_potential,7.741831576456894,46.80102533877061
Müllheim,4831,2500,FALSE,TRUE,good_potential,9.077423207773446,47.588802937302304
Mülligen,4107,10308,FALSE,FALSE,moderate_potential,7.610391750256487,47.270498340333674
Mümliswil-Ramiswil,2428,0,TRUE,TRUE,high_potential,7.21280896280541,45.91941584432689
Münchenbuchsee,546,5590,FALSE,FALSE,moderate_potential,8.277771051076034,47.31500733516051
Münchenstein,2769,5590,FALSE,FALSE,moderate_potential,9.360711398549874,46.676650021707665
Münchenwiler,669,0,TRUE,TRUE,high_potential,6.008849313924029,46.14953942699141
Münchwilen (AG),4172,5000,FALSE,FALSE,moderate_potential,6.511943624290917,46.58605270047288
Münchwilen (TG),4746,5000,FALSE,FALSE,moderate_potential,6.659495452957944,46.49426877368541
Münsingen,616,2500,FALSE,TRUE,good_potential,7.465664898490371,47.38504321256777
Münsterlingen,4691,2500,FALSE,TRUE,good_potential,7.570757227535806,46.927225244337144
Müntschemier,498,3536,FALSE,FALSE,moderate_potential,7.952167087743414,46.64386656724462
Naters,6007,2500,FALSE,TRUE,good_potential,8.489725614149204,47.27540393200345
Nebikon,1137,2500,FALSE,TRUE,good_potential,7.751544805537349,47.33302968639166
Neckertal,3396,0,TRUE,TRUE,high_potential,8.373084087650488,47.18607800244112
Neerach,88,20156,FALSE,FALSE,moderate_potential,6.17449186534305,46.29948931223437
Neftenbach,223,5590,FALSE,FALSE,moderate_potential,7.494190979046471,47.186159397921855
Neggio,5206,14577,FALSE,FALSE,moderate_potential,7.708802869362044,47.170082153231036
Nendaz,6024,0,TRUE,TRUE,high_potential,7.970989392980388,46.72545931123012
Nenzlingen,2789,0,TRUE,TRUE,high_potential,9.504287331576451,47.41444817844329
Nesslau,3360,0,TRUE,TRUE,high_potential,8.918724984899892,46.04210080752021
Neuchâtel,6458,0,TRUE,TRUE,high_potential,8.47793453017741,47.66322101229501
Neuendorf,2404,2500,FALSE,TRUE,good_potential,9.476819484397549,47.24389869954972
Neuenegg,670,0,TRUE,TRUE,high_potential,8.5994328119716,47.679225353184115
Neuenhof,4034,12500,FALSE,FALSE,moderate_potential,6.856320654343077,46.97088724100707
Neuenkirch,1093,2500,FALSE,TRUE,good_potential,8.545552486398842,47.50178106758515
Neuhausen am Rheinfall,2937,5590,FALSE,FALSE,moderate_potential,7.151199621752235,47.024023127116955
Neuheim,1705,7071,FALSE,FALSE,moderate_potential,7.538773250338812,46.30882850082764
Neunforn,4601,5590,FALSE,FALSE,moderate_potential,9.103446498998238,46.27592483740783
Neunkirch,2904,10000,FALSE,FALSE,moderate_potential,6.975337249662622,46.67167294914357
Neyruz (FR),2211,5590,FALSE,FALSE,moderate_potential,8.91717018801763,47.07555311439072
Nidau,743,5590,FALSE,FALSE,moderate_potential,6.566510418426035,46.679794488966174
Niederbipp,981,0,TRUE,TRUE,high_potential,8.050891748211692,46.61899905499662
Niederbuchsiten,2405,0,TRUE,TRUE,high_potential,7.547271725219585,46.73945335269345
Niederbüren,3422,5000,FALSE,FALSE,moderate_potential,9.214783792165518,47.57650080937586
Niederdorf,2891,0,TRUE,TRUE,high_potential,8.358096968591362,47.37005387709777
Niedergesteln,6198,5590,FALSE,FALSE,moderate_potential,8.312140674162432,47.12542036354981
Niederglatt,89,16008,FALSE,FALSE,moderate_potential,7.74794004654314,46.96099197440268
Niedergösgen,2495,10000,FALSE,FALSE,moderate_potential,8.422411787638646,47.37984402170938
Niederhasli,90,19526,FALSE,FALSE,moderate_potential,8.095264844330572,47.213559327549156
Niederhelfenschwil,3423,2500,FALSE,TRUE,good_potential,6.583131645986918,46.81222313287084
Niederhünigen,617,2500,FALSE,TRUE,good_potential,7.096791344864734,47.227233170030104
Niederlenz,4204,2500,FALSE,TRUE,good_potential,8.062645527417532,47.17459666963328
Niedermuhlern,877,2500,FALSE,TRUE,good_potential,7.406347040842629,46.9475880166294
Niederried bei Interlaken,588,10308,FALSE,FALSE,moderate_potential,7.548795100968964,47.42494096721526
Niederrohrdorf,4035,9014,FALSE,FALSE,moderate_potential,6.687594331274621,46.52651208718088
Niederweningen,91,19526,FALSE,FALSE,moderate_potential,9.274115125143961,47.382875745881826
Niederwil (AG),4072,7906,FALSE,FALSE,moderate_potential,7.327378299744738,47.39734829829112
Niederönz,982,2500,FALSE,TRUE,good_potential,9.356879385953935,47.56361506747548
Noble-Contrée,6254,14142,FALSE,FALSE,moderate_potential,6.91840417612327,46.37578581852252
Nods,724,0,TRUE,TRUE,high_potential,8.627417290603825,47.548086583478565
Nottwil,1094,2500,FALSE,TRUE,good_potential,7.143863332859647,46.72417646350054
Novalles,5564,2500,FALSE,TRUE,good_potential,8.434609489818607,47.35390778409405
Novazzano,5260,27500,FALSE,FALSE,moderate_potential,8.057128871422828,46.34808795443825
Noville,5408,7500,FALSE,FALSE,moderate_potential,7.22293942052073,47.226678479335725
Nuglar-St. Pantaleon,2478,5590,FALSE,FALSE,moderate_potential,7.654536040968952,46.79886246944585
Nunningen,2621,0,TRUE,TRUE,high_potential,7.768166561454588,46.39629775794357
Nusshof,2854,0,TRUE,TRUE,high_potential,7.471546006513701,46.912112718833534
Nuvilly,2035,5000,FALSE,FALSE,moderate_potential,6.265277985244192,46.47154541511283
Nyon,5724,10308,FALSE,FALSE,moderate_potential,6.6341502594552475,46.86460523731748
Nürensdorf,64,10308,FALSE,FALSE,moderate_potential,7.0506053164723275,47.09120115962681
Oberbalm,357,2500,FALSE,TRUE,good_potential,6.773612518892021,46.595131378397525
Oberbipp,983,2500,FALSE,TRUE,good_potential,7.415784515148321,46.998446429884
Oberbuchsiten,2406,0,TRUE,TRUE,high_potential,7.27192596153071,46.94658290187001
Oberburg,418,0,TRUE,TRUE,high_potential,7.43416738376635,47.16556831114184
Oberbüren,3424,3536,FALSE,FALSE,moderate_potential,6.507685761420633,46.71815788312315
Oberdiessbach,619,0,TRUE,TRUE,high_potential,8.97992925861329,46.30727314941347
Oberdorf (BL),2892,0,TRUE,TRUE,high_potential,7.9271027563020455,47.34304196769022
Oberdorf (NW),1508,5590,FALSE,FALSE,moderate_potential,9.236023596667671,47.550969928984124
Oberdorf (SO),2553,5000,FALSE,FALSE,moderate_potential,7.977580815429889,47.16562053608526
Oberegg,3111,0,TRUE,TRUE,high_potential,8.965536193483373,45.951012417732876
Oberembrach,65,10607,FALSE,FALSE,moderate_potential,8.934963832602977,46.02497252471485
Oberems,6112,5000,FALSE,FALSE,moderate_potential,7.5260170139830995,47.487519808673035
Oberengstringen,245,18028,FALSE,FALSE,moderate_potential,6.6175550573264665,46.61834913202914
Oberentfelden,4010,7500,FALSE,FALSE,moderate_potential,7.539506407699957,46.66062039157365
Obergerlafingen,2528,5590,FALSE,FALSE,moderate_potential,7.118719175140311,47.30878962900975
Oberglatt,92,17678,FALSE,FALSE,moderate_potential,9.130489288340556,47.24479675102428
Obergoms,6076,0,TRUE,TRUE,high_potential,7.986931002597698,47.319663605526785
Obergösgen,2497,7500,FALSE,FALSE,moderate_potential,8.865567229962549,45.98313313042858
Oberhallau,2972,15811,FALSE,FALSE,moderate_potential,6.662062401730837,46.61510635833826
Oberhof,4173,12500,FALSE,FALSE,moderate_potential,6.775034189557495,46.65427795055322
Oberhofen am Thunersee,934,0,TRUE,TRUE,high_potential,6.931763400082928,46.06949710930257
Oberhünigen,629,0,TRUE,TRUE,high_potential,7.431714588488014,46.65589613861155
Oberiberg,1368,0,TRUE,TRUE,high_potential,7.75391728331669,47.426724260672685
Oberkirch,1095,0,TRUE,TRUE,high_potential,8.64276026970832,47.130666887584184
Oberkulm,4140,2500,FALSE,TRUE,good_potential,7.100589287154252,46.9981422767626
Oberlangenegg,935,0,TRUE,TRUE,high_potential,7.464957928788043,47.43288662101642
Oberlunkhofen,4073,10000,FALSE,FALSE,moderate_potential,8.117638995054127,46.41321585658399
Obermumpf,4256,5000,FALSE,FALSE,moderate_potential,6.957969989136736,46.77092841875059
Oberried am Brienzersee,589,10000,FALSE,FALSE,moderate_potential,7.705544612822037,47.22559871492428
Oberrieden,137,7906,FALSE,FALSE,moderate_potential,8.055704232751866,47.30535735818567
Oberriet (SG),3254,0,TRUE,TRUE,high_potential,7.064900005251601,46.767968096979594
Oberrohrdorf,4037,9014,FALSE,FALSE,moderate_potential,8.952947337855251,47.415981642172795
Oberrüti,4237,5590,FALSE,FALSE,moderate_potential,7.338642495223148,46.3980816139054
Obersaxen Mundaun,3988,0,TRUE,TRUE,high_potential,9.816895953025236,46.490331133970386
Obersiggenthal,4038,13463,FALSE,FALSE,moderate_potential,9.394473863075644,47.16830333124399
Oberthal,620,0,TRUE,TRUE,high_potential,7.645284280745929,47.42551330037582
Oberuzwil,3407,0,TRUE,TRUE,high_potential,8.53703066733034,47.19544694793862
Oberweningen,93,21213,FALSE,FALSE,moderate_potential,8.643501352242634,47.670253140690505
Oberwil (BL),2771,5000,FALSE,FALSE,moderate_potential,9.574411376417173,47.01174417741633
Oberwil bei Büren,391,10607,FALSE,FALSE,moderate_potential,9.365291822228544,47.528916474305824
Oberwil im Simmental,766,0,TRUE,TRUE,high_potential,7.2093719121779625,46.500420844015096
Oberwil-Lieli,4074,12748,FALSE,FALSE,moderate_potential,7.509803600376814,47.09075956330874
Oberägeri,1706,0,TRUE,TRUE,high_potential,9.560675867174936,47.449680674814296
Obfelden,10,10607,FALSE,FALSE,moderate_potential,8.893971447085917,46.3463097797736
Ochlenberg,985,0,TRUE,TRUE,high_potential,8.912548554061024,46.068300658542974
Oensingen,2407,3536,FALSE,FALSE,moderate_potential,6.582757037274867,46.968202757946784
Oeschenbach,335,0,TRUE,TRUE,high_potential,8.116514278707358,47.20182076906861
Oeschgen,4175,10000,FALSE,FALSE,moderate_potential,6.5290983270952285,46.61276927767263
Oetwil am See,157,3536,FALSE,FALSE,moderate_potential,6.916395022382732,47.00508949074746
Oetwil an der Limmat,246,16771,FALSE,FALSE,moderate_potential,8.609496405318803,47.05171227978616
Oftringen,4280,3536,FALSE,FALSE,moderate_potential,6.747797847364334,46.76310016737486
Ogens,5680,3536,FALSE,FALSE,moderate_potential,7.574319620692917,47.26297079945448
Ollon,5409,0,TRUE,TRUE,high_potential,8.916474999665189,45.99726002179956
Olsberg,4257,3536,FALSE,FALSE,moderate_potential,8.41193922574807,47.42067826486193
Olten,2581,7500,FALSE,FALSE,moderate_potential,8.374359752055351,47.04490622292219
Oltingen,2855,7500,FALSE,FALSE,moderate_potential,7.410327757736758,46.32794463363309
Onex,6631,2500,FALSE,TRUE,good_potential,7.747985352115875,47.41089680209442
Onnens (VD),5565,2500,FALSE,TRUE,good_potential,8.33155887633856,47.07829271712298
Onsernone,5136,26926,FALSE,FALSE,moderate_potential,7.752701290693372,45.98968694962737
Opfikon,66,14577,FALSE,FALSE,moderate_potential,8.000418766824065,47.462503288684154
Oppens,5923,2500,FALSE,TRUE,good_potential,7.337933469655983,47.10600562068583
Oppligen,622,2500,FALSE,TRUE,good_potential,7.223836474138581,47.052181651805995
Orbe,5757,0,TRUE,TRUE,high_potential,7.111692934549037,46.70261985467127
Orges,5924,0,TRUE,TRUE,high_potential,6.785483310872097,46.825239043171145
Origlio,5208,5590,FALSE,FALSE,moderate_potential,7.130735012842749,46.66980914275624
Ormalingen,2856,3536,FALSE,FALSE,moderate_potential,8.347969123337531,47.10178853313056
Ormont-Dessous,5410,0,TRUE,TRUE,high_potential,7.997100997299912,47.35247987467059
Ormont-Dessus,5411,2500,FALSE,TRUE,good_potential,6.886292414997671,46.65217772098529
Orny,5493,0,TRUE,TRUE,high_potential,9.440577361497128,46.67387662602361
Oron,5805,0,TRUE,TRUE,high_potential,7.779549799366336,46.641958055401545
Orpund,744,3536,FALSE,FALSE,moderate_potential,6.249393748472143,46.428078685643925
Orselina,5121,16771,FALSE,FALSE,moderate_potential,6.595975892860663,46.55185699899008
Orsières,6034,0,TRUE,TRUE,high_potential,9.1119899553778545,46.31640883813149
Orvin,438,0,TRUE,TRUE,high_potential,8.88045032815065,45.96808973205716
Orzens,5925,2500,FALSE,TRUE,good_potential,6.372755860242881,46.47881456218159
Ossingen,37,2500,FALSE,TRUE,good_potential,8.831613002885945,47.048145001629855
Ostermundigen,363,0,TRUE,TRUE,high_potential,8.40578741572974,47.4446527135106
Otelfingen,94,18028,FALSE,FALSE,moderate_potential,6.430099431224155,46.68282097973605
Othmarsingen,4205,2500,FALSE,TRUE,good_potential,7.994053207217268,47.004264342910844
Ottenbach,11,9014,FALSE,FALSE,moderate_potential,8.067536767591413,47.236615791927456
Oulens-sous-Echallens,5529,0,TRUE,TRUE,high_potential,7.011119016926116,46.3525281542258
Pailly,5530,0,TRUE,TRUE,high_potential,8.872337080813418,47.166195733334874
Paradiso,5210,12748,FALSE,FALSE,moderate_potential,8.419130940509127,47.50368784591107
Paudex,5588,2500,FALSE,TRUE,good_potential,8.076343679185044,46.95041697195255
Payerne,5822,5590,FALSE,FALSE,moderate_potential,7.924714907568941,47.36985166987091
Penthalaz,5495,2500,FALSE,TRUE,good_potential,9.42666223701127,47.3807432903917
Penthaz,5496,0,TRUE,TRUE,high_potential,8.066124428410811,47.264456175411986
Penthéréaz,5531,0,TRUE,TRUE,high_potential,8.207897671860314,47.580016142227784
Perly-Certoux,6632,0,TRUE,TRUE,high_potential,6.692488509239327,46.49817281207892
Perrefitte,701,0,TRUE,TRUE,high_potential,6.5048151814342425,46.65450854907442
Perroy,5860,3536,FALSE,FALSE,moderate_potential,8.865524808469646,47.258281990643816
Personico,5076,19526,FALSE,FALSE,moderate_potential,7.1931542831239765,47.1562179031065
Petit-Val,716,0,TRUE,TRUE,high_potential,7.90630209668601,47.1519351226877
Pfaffnau,1139,2500,FALSE,TRUE,good_potential,6.488940173665029,46.82368619446255
Pfeffingen,2772,0,TRUE,TRUE,high_potential,8.17007249107833,47.27486189222058
Pfungen,224,7071,FALSE,FALSE,moderate_potential,8.036310236598558,46.20317564539165
Pfyn,4841,5000,FALSE,FALSE,moderate_potential,8.145245386563458,47.48951648961953
Pfäfers,3294,0,TRUE,TRUE,high_potential,7.009648362592862,47.20993973740417
Pfäffikon,177,0,TRUE,TRUE,high_potential,7.4954622947095295,46.72813307617575
Pierrafortscha,2216,7906,FALSE,FALSE,moderate_potential,7.770067913106677,47.10422225009491
Pieterlen,392,2500,FALSE,TRUE,good_potential,7.395388520062194,47.086165785313526
Plaffeien,2299,0,TRUE,TRUE,high_potential,8.986020964295955,45.854006745206725
Plan-les-Ouates,6633,2500,FALSE,TRUE,good_potential,6.596428878748052,46.84625781444248
Planken,7006,12500,FALSE,FALSE,moderate_potential,8.889402951188812,46.17843039992652
Plasselb,2300,2500,FALSE,TRUE,good_potential,7.266030188494151,46.60603605602229
Plateau de Diesse,726,0,TRUE,TRUE,high_potential,7.47705324240281,47.065101293521884
Pleigne,6719,0,TRUE,TRUE,high_potential,6.833410684692869,47.11016566310754
Pohlern,936,10000,FALSE,FALSE,moderate_potential,8.443353342383856,47.49771877480985
Poliez-Pittet,5533,0,TRUE,TRUE,high_potential,7.393007701823754,47.369207305910216
Pollegio,5077,21506,FALSE,FALSE,moderate_potential,6.166873028914323,46.17162277249895
Pompaples,5497,0,TRUE,TRUE,high_potential,6.6065432478213575,46.68281864815616
Pomy,5926,2500,FALSE,TRUE,good_potential,7.521046231134791,46.91677148230146
Pont-en-Ogoz,2122,0,TRUE,TRUE,high_potential,6.807736721793745,46.953081220266824
Pont-la-Ville,2147,2500,FALSE,TRUE,good_potential,8.136969402996055,46.34027245598655
Ponte Capriasca,5212,2500,FALSE,TRUE,good_potential,7.031713380509121,47.29141766170554
Pontresina,3784,28505,FALSE,FALSE,moderate_potential,8.51258009908202,47.15094601283153
Porrentruy,6800,5590,FALSE,FALSE,moderate_potential,7.039205273162217,46.20939675034622
Port,745,5000,FALSE,FALSE,moderate_potential,7.188072194397907,45.97785607802021
Port-Valais,6154,7500,FALSE,FALSE,moderate_potential,8.731443635674909,47.17473122759401
Porza,5214,7906,FALSE,FALSE,moderate_potential,8.838558086260122,46.96047833633914
Poschiavo,3561,38161,FALSE,FALSE,moderate_potential,7.607103454653313,46.69567642718765
Prangins,5725,7500,FALSE,FALSE,moderate_potential,7.5082678950937805,47.472163224049
Pratteln,2831,7071,FALSE,FALSE,moderate_potential,7.616468486408223,46.814857876923334
Pregny-Chambésy,6634,7500,FALSE,FALSE,moderate_potential,7.2851110412469025,47.11717329307367
Premier,5759,0,TRUE,TRUE,high_potential,7.927493637018249,47.25470157610682
Presinge,6635,0,TRUE,TRUE,high_potential,9.057367249816766,47.65941118643364
Prez,2237,2500,FALSE,TRUE,good_potential,9.025997353363172,46.09509323857061
Prilly,5589,2500,FALSE,TRUE,good_potential,8.331936751736569,47.40831106746275
Provence,5566,0,TRUE,TRUE,high_potential,7.211908002578163,47.084221181906685
Préverenges,5643,3536,FALSE,FALSE,moderate_potential,7.119272668345819,47.03265142730093
Prévondavaux,2038,0,TRUE,TRUE,high_potential,6.882804485250068,46.697895000477004
Prévonloup,5683,0,TRUE,TRUE,high_potential,7.084910705209325,46.85816495424538
Puidoux,5607,0,TRUE,TRUE,high_potential,9.800462298782902,46.54297975700219
Pully,5590,3536,FALSE,FALSE,moderate_potential,9.267754321101986,47.51400061927024
Puplinge,6636,0,TRUE,TRUE,high_potential,6.232174447217223,46.210838449486594
Pura,5216,16008,FALSE,FALSE,moderate_potential,7.46029409561981,46.15868971079475
Péry-La Heutte,450,0,TRUE,TRUE,high_potential,7.550743549166811,47.33071699457313
Quarten,3295,0,TRUE,TRUE,high_potential,7.855230908807499,47.34257758796521
Quinto,5079,5590,FALSE,FALSE,moderate_potential,7.58238024550454,47.054446806870935
Radelfingen,309,0,TRUE,TRUE,high_potential,6.5109065625824885,46.56828538743307
Rafz,67,11180,FALSE,FALSE,moderate_potential,9.481734402931743,47.42786780420433
Rain,1037,0,TRUE,TRUE,high_potential,8.576973756986982,46.31230908884353
Ramlinsburg,2832,0,TRUE,TRUE,high_potential,9.425315940365872,47.0096847851811
Ramsen,2963,9014,FALSE,FALSE,moderate_potential,8.762054143895869,46.45720189486506
Rances,5760,5000,FALSE,FALSE,moderate_potential,7.93700931827251,47.52985297542331
Randa,6287,10000,FALSE,FALSE,moderate_potential,7.228278532968632,47.27401908201021
Raperswilen,4846,0,TRUE,TRUE,high_potential,8.908271492243621,46.095992406578816
Rapperswil (BE),310,7071,FALSE,FALSE,moderate_potential,7.592089654712478,47.35626505419043
Rapperswil-Jona,3340,2500,FALSE,TRUE,good_potential,7.03359216233185,46.07036484372043
Raron,6199,3536,FALSE,FALSE,moderate_potential,9.515865598664547,46.92058112239537
Realp,1212,3536,FALSE,FALSE,moderate_potential,6.873217426840614,46.60446524161455
Rebstein,3255,0,TRUE,TRUE,high_potential,9.639150328156806,47.40477362036293
Rebévelier,715,0,TRUE,TRUE,high_potential,8.344276219809903,47.42798162520772
Recherswil,2530,3536,FALSE,FALSE,moderate_potential,8.94024450678234,47.57602694851265
Rechthalten,2301,5590,FALSE,FALSE,moderate_potential,8.615316818222553,47.423961378081025
Reconvilier,703,0,TRUE,TRUE,high_potential,7.653340270237735,47.22631697080313
Regensberg,95,21506,FALSE,FALSE,moderate_potential,7.670429815505623,46.871616759349216
Regensdorf,96,19526,FALSE,FALSE,moderate_potential,8.80884539881652,47.45089764637737
Rehetobel,3034,0,TRUE,TRUE,high_potential,7.507310128918892,47.37972915288148
Reichenbach im Kandertal,567,0,TRUE,TRUE,high_potential,9.126703425369035,46.3880917713213
Reichenburg,1345,7500,FALSE,FALSE,moderate_potential,8.975804561500377,47.548818316175826
Reiden,1140,0,TRUE,TRUE,high_potential,7.701232073312288,46.88915793808079
Reigoldswil,2893,0,TRUE,TRUE,high_potential,7.683999238397073,46.215404081797885
Reinach (AG),4141,2500,FALSE,TRUE,good_potential,7.720849135036365,46.69229600197954
Reinach (BL),2773,2500,FALSE,TRUE,good_potential,8.223316138287101,47.29607127987533
Reisiswil,336,0,TRUE,TRUE,high_potential,7.9527781564318705,47.54520202169209
Reitnau,4281,0,TRUE,TRUE,high_potential,6.550766507884789,46.55343161567541
Remaufens,2333,2500,FALSE,TRUE,good_potential,9.06794017693408,46.23847779436869
Remetschwil,4039,11180,FALSE,FALSE,moderate_potential,7.480824665786249,47.11895126507952
Remigen,4110,17678,FALSE,FALSE,moderate_potential,8.321342378017944,47.012613274059326
Renan (BE),441,0,TRUE,TRUE,high_potential,7.59360150546507,47.55775351531332
Renens (VD),5591,5000,FALSE,FALSE,moderate_potential,6.484606424865128,46.68504363539742
Rennaz,5412,10000,FALSE,FALSE,moderate_potential,6.222559697828802,46.28083462152158
Reute (AR),3035,0,TRUE,TRUE,high_potential,7.627031003124966,47.30480074337425
Reutigen,767,9014,FALSE,FALSE,moderate_potential,7.667566228314486,46.895682045113325
Rheinau,38,5590,FALSE,FALSE,moderate_potential,6.7808600094826845,46.780099416668214
Rheineck,3235,2500,FALSE,TRUE,good_potential,6.154485780268619,46.340051273306976
Rheinfelden,4258,5000,FALSE,FALSE,moderate_potential,9.193110050868595,47.54233712337048
Rheinwald,3714,3536,FALSE,FALSE,moderate_potential,7.459206956328043,46.882512975650066
Rhäzüns,3723,2500,FALSE,TRUE,good_potential,9.857485568164833,46.46585937713279
Riaz,2148,0,TRUE,TRUE,high_potential,8.54390885526045,46.30989779215624
Richterswil,138,5590,FALSE,FALSE,moderate_potential,7.288426296928545,46.48144521755212
Rickenbach (BL),2857,2500,FALSE,TRUE,good_potential,8.93809688080727,47.201244787410516
Rickenbach (LU),1097,0,TRUE,TRUE,high_potential,7.22435820970458,46.78682328237975
Rickenbach (SO),2582,5000,FALSE,FALSE,moderate_potential,9.40689564342071,46.933011170397826
Rickenbach (TG),4751,2500,FALSE,TRUE,good_potential,9.42118460157639,46.77784812392262
Rickenbach (ZH),225,3536,FALSE,FALSE,moderate_potential,8.680748198142872,47.36600899036393
Riddes,6139,2500,FALSE,TRUE,good_potential,7.0469457762144625,47.1647288126313
Ried bei Kerzers,2276,2500,FALSE,TRUE,good_potential,7.1697727551436445,47.108244562399854
Ried-Brig,6008,7906,FALSE,FALSE,moderate_potential,8.698834197539366,47.66710583277352
Riederalp,6181,0,TRUE,TRUE,high_potential,8.68939756448015,47.700204810637764
Riedholz,2554,5590,FALSE,FALSE,moderate_potential,7.150272917743992,47.480389630324986
Riehen,2703,13463,FALSE,FALSE,moderate_potential,7.9951247253646205,47.14739366639313
Riemenstalden,1369,0,TRUE,TRUE,high_potential,8.07400930328889,47.27723369018223
Rifferswil,12,10308,FALSE,FALSE,moderate_potential,6.994950353069067,46.18996132108628
Riggisberg,879,2500,FALSE,TRUE,good_potential,6.519400029848447,46.54829338402784
Ringgenberg (BE),590,10308,FALSE,FALSE,moderate_potential,8.519823816110643,46.997878681426556
Riniken,4111,12500,FALSE,FALSE,moderate_potential,9.991023661698183,46.62494254517474
Risch,1707,2500,FALSE,TRUE,good_potential,7.842448497255142,47.16129768916961
Riva San Vitale,5263,20156,FALSE,FALSE,moderate_potential,9.319066000761229,47.57609860035254
Rivaz,5609,2500,FALSE,TRUE,good_potential,9.31787723612511,47.31941643369184
Riviera,5287,10308,FALSE,FALSE,moderate_potential,7.991027460649388,46.7000012769933
Roche (VD),5413,7906,FALSE,FALSE,moderate_potential,7.560964538726673,47.4493255096271
Rochefort,6413,0,TRUE,TRUE,high_potential,8.787749997543852,47.40114914949379
Roches (BE),704,0,TRUE,TRUE,high_potential,7.747797971757207,46.73527981696301
Rodersdorf,2479,3536,FALSE,FALSE,moderate_potential,7.0741798975345835,47.278881540320285
Roggenburg,2790,0,TRUE,TRUE,high_potential,8.378288730404728,47.3880394455511
Roggliswil,1142,0,TRUE,TRUE,high_potential,7.876321848551464,47.543251935724676
Roggwil (BE),337,5000,FALSE,FALSE,moderate_potential,8.118911737814155,46.835853206746364
